,id,text,date_extraction
0,1385037365106839552,@spiarsafada a pocah,2021-04-21 22:07:06.531900
1,1385037362359635971,igual a pocah é foda 😂😂😂😂 https://t.co/28oslK9tiJ,2021-04-21 22:07:06.531900
2,1385037359243309056,@Milly_vitoriasj @precognitiva Eu acredito que pocah .,2021-04-21 22:07:06.531900
3,1385037358110752770,@Pocah 🍑,2021-04-21 22:07:06.531900
4,1385037357494243333,@Pocah 👀,2021-04-21 22:07:06.531900
5,1385037356848144385,"@minerobrazao bom meu podio imaginário está aí nesse quarto, é só tirar a pocah",2021-04-21 22:07:06.531900
6,1385037355829112833,@Pocah Bora agora vou acomular pra 1:00,2021-04-21 22:07:06.531900
7,1385037352431767554,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB quinze,2021-04-21 22:07:06.531900
8,1385037352297537541,@Pocah 🔥,2021-04-21 22:07:06.531900
9,1385037349877395456,"emma w, shiv e hina

#BBB21 #RedeBBB carla diaz lumena projota camilla gilberto thais juliette agroboy arcrebiano big brother demi lovato lucas rodolfo sarah viih tube karol pocah tiago boninho globo victor hugo fiuk
https://t.co/F29uduOFJ6 https://t.co/NSdAg2kOmE",2021-04-21 22:07:06.531900
10,1385037347004243970,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB pl,2021-04-21 22:07:06.531900
11,1385037346618454017,"arthur não vota na vih tube pq ele acha que não é a 1a opção dela

assim como a pocah não vota na tube

então de certeza quem vota nela de primeira é  fiuk

não vou contar com o voto do gil pq ele inconstante

então é isso...

torcer pro fiuk pegar o próximo líder. https://t.co/rUPNt9hmNV",2021-04-21 22:07:06.531900
12,1385037337256767488,"Acho covardia votar em uma pessoa dormindo rsrsrs 
Acorda @Pocah !!!! 🗣🗣🗣🗣

#RedeBBB",2021-04-21 22:07:06.531900
13,1385037331799887872,"@afrochataa @giorfcastro @kerlinecardoso @Pocah AAAAAA AINDA TEVE A GENTE NO CARNAVAL, perfeitas !🤪🤪",2021-04-21 22:07:06.531900
14,1385037330872950786,@Pocah 🍑,2021-04-21 22:07:06.531900
15,1385037329430192129,@Pocah Não vou enviar os emojis ADM vou focar no gshow porque estou acumulando para o multirão de 1:00,2021-04-21 22:07:06.531900
16,1385037328708669440,@Pocah 🔴,2021-04-21 22:07:06.531900
17,1385037320492040196,@originalmirella @Pocah sem contar https://t.co/K5DBsBdXlm,2021-04-21 22:07:06.531900
18,1385037315102461960,@FreireJuliette @Pocah Toda criança merece amor.,2021-04-21 22:07:06.531900
19,1385037311377911811,"da até uma tristeza.. Nessa altura do jogo era pra Sarah tá no lugar da Pocah e Carla no lugar da Viih 😭
#BBB21 https://t.co/2qQ5ur2yTE",2021-04-21 22:07:06.531900
20,1385037310639722496,"Hoje Arthur, Pocah e Fiuk num grande acordo nacional com supremo com tudo tentando de várias formas possíveis abrir a cabeça do Gil pq a bicha é ótima mas ela tbm é muito burra https://t.co/PBvarLTRcN",2021-04-21 22:07:06.531900
21,1385037307632398338,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB  quatorze,2021-04-21 22:07:06.531900
22,1385037303752675332,fora pocah gente fica joao bora que da,2021-04-21 22:07:06.531900
23,1385037303123435523,@MyleneAgra Arthur falando que n tem coragem de votar na pocah e na viih kkkk,2021-04-21 22:07:06.531900
24,1385037294126653451,@monkeysrowe Gilberto Carla Diaz Caio Arcrebiano  Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone Paredão Eliminação #BBB21 #RedeBBB  https://t.co/TBRAoJjLRG,2021-04-21 22:07:06.531900
25,1385037291568123912,pelo jeito eh a pocah qm vai sair msm,2021-04-21 22:07:06.531900
26,1385037288581832707,@Pocah 🆘,2021-04-21 22:07:06.531900
27,1385037277898887171,@Pocah 🍑,2021-04-21 22:07:06.531900
28,1385037274480582660,"Tô gostando da pocah, q saco",2021-04-21 22:07:06.531900
29,1385037269522952192,@Pocah 😁,2021-04-21 22:07:06.531900
30,1385037268646309888,"série eu tava vendo agents of shield, inclusive tenho q voltar a ver, e tem tfws

#BBB21 #RedeBBB carla diaz lumena projota camilla gilberto thais juliette  arcrebiano big brother  lucas rodolfo sarah viih tube karol pocah tiago boninho globo fiuk
https://t.co/F29uduOFJ6 https://t.co/x8eRf7Fr89",2021-04-21 22:07:06.531900
31,1385037267857772546,"@nattyschmidt69 @effectIauren Ela disse TEM e não TINHA, ent provavelmente é a pocah",2021-04-21 22:07:06.531900
32,1385037266121371653,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB treze,2021-04-21 22:07:06.531900
33,1385037261230776321,@Pocah Deixei na publicação da mi Adm,2021-04-21 22:07:06.531900
34,1385037256478666752,@originalmirella @Pocah sem contar coisa linda,2021-04-21 22:07:06.531900
35,1385037255958487043,@Pocah 🍑,2021-04-21 22:07:06.531900
36,1385037255392256000,@originalmirella @Pocah Sem contar,2021-04-21 22:07:06.531900
37,1385037252359819266,@Pocah ✨,2021-04-21 22:07:06.531900
38,1385037248224186376,@Pocah 🍫,2021-04-21 22:07:06.531900
39,1385037244860452864,@Pocah 👥,2021-04-21 22:07:06.531900
40,1385037242662592515,@Pocah 🤏🏼,2021-04-21 22:07:06.531900
41,1385037241320419328,"@heloisaFFC acho que não, acho que foi brincando com a cara da viih mesmokkk pelo que vi ficou um pouco claro isso pra mim. espero que ele fale pra pocah, q eh amg dele, sobre essa conversa, ai tudo vai ficar bem claro",2021-04-21 22:07:06.531900
42,1385037231379910667,"@VittarEmApuros Bandida , imagina o surto da Pocah na hora",2021-04-21 22:07:06.531900
43,1385037227433005062,"@PortalTracklist RT AQUI PLS

#ForaArthur PABLLO VITTAR NO BBB Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB 
https://t.co/YjVm7H8wUo",2021-04-21 22:07:06.531900
44,1385037225772077059,@originalmirella @Pocah Votando sem contar,2021-04-21 22:07:06.531900
45,1385037224434098176,@Pocah 🥳,2021-04-21 22:07:06.531900
46,1385037221061931010,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB doze,2021-04-21 22:07:06.531900
47,1385037217899364355,@shawnlenaa @awardsdrews @portalmellogang Tweet #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB,2021-04-21 22:07:06.531900
48,1385037216834064385,"@gailanunes2 @noobmaster69__ @rinarepulsa tbm pensei nisso, se a pocah voltar vai ser tipo a 2 ou 3 vez se não me engano, se ele pensar um pouco ele vota  na segunda opção dele né. E se acontecer da pocah sair tbm, a próx opção dele já é a viih",2021-04-21 22:07:06.531900
49,1385037206453116929,@originalmirella @Pocah +600,2021-04-21 22:07:06.531900
50,1385037205132005378,@Pocah 😃,2021-04-21 22:07:06.531900
51,1385037199385808898,@Pocah 🥺,2021-04-21 22:07:06.531900
52,1385037198362304513,@FreireJuliette Essa Roupa E Da Pocah Ou Estou Enganada?🤫🤔#teanpocah #FicaPocah #ForaJoao,2021-04-21 22:07:06.531900
53,1385037197112451072,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB lk,2021-04-21 22:07:06.531900
54,1385037195820605441,@Pocah 🍑,2021-04-21 22:07:06.531900
55,1385037194251931649,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB onze,2021-04-21 22:07:06.531900
56,1385037188065333251,"Vão tirar o João tendo a opção de tirar o bosta do arthur ou a bela adormecida. E dizer q ele é planta n cola, a pocah só dorme. E de vez em quando ela dá umas levantadas pra berrar com o povo da casa",2021-04-21 22:07:06.531900
57,1385037180200960000,"@originalmirella @Pocah ai vei n deu p votar, mas vou compensar tudo no combate de mais tarde",2021-04-21 22:07:06.531900
58,1385037172785532929,@Pocah ❤️,2021-04-21 22:07:06.531900
59,1385037172181454856,Arthur diz que não combinou voto em João com Pocah https://t.co/cmtrYRbLwD via @uoltvefamosos @UOL,2021-04-21 22:07:06.531900
60,1385037171757916163,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB pi,2021-04-21 22:07:06.531900
61,1385037164191363073,@originalmirella @Pocah +426 https://t.co/RLXtWrevI6,2021-04-21 22:07:06.531900
62,1385037160936574982,"@Pocah Bora,n mandem acumulados",2021-04-21 22:07:06.531900
63,1385037157895745542,"Com a eliminação do João,  a Viih Tube vai colar de vez no Arthur e na Pocah #BBB21",2021-04-21 22:07:06.531900
64,1385037157820248066,@originalmirella @Pocah 1246,2021-04-21 22:07:06.531900
65,1385037148680753154,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB dez,2021-04-21 22:07:06.531900
66,1385037148580089869,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB pox,2021-04-21 22:07:06.531900
67,1385037146143305728,Assim de saúde: to só a Pocah https://t.co/T76B3ExuMr,2021-04-21 22:07:06.531900
68,1385037142133444608,@Pocah 🍑,2021-04-21 22:07:06.531900
69,1385037129399603206,@Pocah 🥰,2021-04-21 22:07:06.531900
70,1385037129252802562,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB aí,2021-04-21 22:07:06.531900
71,1385037126719492097,@originalmirella @Pocah 581,2021-04-21 22:07:06.531900
72,1385037126698426369,"@originalmirella @Pocah +100 #FicaPocah 
PABLLO VITTAR NO BBB",2021-04-21 22:07:06.531900
73,1385037125947691010,votem na pocah pelo amor de deus joao saor é absurdoOoO,2021-04-21 22:07:06.531900
74,1385037120830586880,@originalmirella @Pocah +267,2021-04-21 22:07:06.531900
75,1385037119811465223,@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB nove,2021-04-21 22:07:06.531900
76,1385037117550731269,Se o Joao sair com pocah e Arthur no paredao vao se fude,2021-04-21 22:07:06.531900
77,1385037113972903936,eu quero ver a pabllo cantando bandida e a pocah do outro lado do vidro 🗣,2021-04-21 22:07:06.531900
78,1385037113582837765,@felipebirthss @Pocah @pabllovittar PABLLO VITTAR NO BBB,2021-04-21 22:07:06.531900
79,1385037112953671682,"@euclarice Chata dum caralho! 

A Pocah... vc é legal Clacla😉",2021-04-21 22:07:06.531900
80,1385037110839758850,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB aiai,2021-04-21 22:07:06.531900
81,1385037110219001860,@Pocah 😻,2021-04-21 22:07:06.531900
82,1385037109845766150,"@Pocah Deu a louca no Kwai. Ele está dando R$60 para quem baixar e colocar o código Kwai811787705 e pronto ganhou.
Assistindo vídeos todos os dias você pode ganhar muito mais.",2021-04-21 22:07:06.531900
83,1385037101641736193,@Pocah o horário kkkkkkk ajeita aí,2021-04-21 22:07:06.531900
84,1385037095639584770,"@Pocah Pessoal por favor me ajudem, minha esposa perdeu o emprego, e eu também estou sem a moto. estamos passando por apuros, o que a gente tinha pagamos as dividas,ja tentei vender coisas na rua mais essa epidemia não deu certo, qual quer valor pra gente compra um alimento  ajuda muito https://t.co/mm31GepB7D",2021-04-21 22:07:06.531900
85,1385037090862206978,"Instagram followers ganhos ou perdidos nos últimos 10 minutos #BBB21

🌵 Juliette: 950  total: 22.045.203
🍑 Pocah: 361  total: 13.472.457
🎬 Viih: -170  total: 18.744.846
⭐ Camilla: 417  total: 9.240.030
🎓 Gil: 1208  total: 8.040.075
🎮 Arthur: 712  total: 2.428.920",2021-04-21 22:07:06.531900
86,1385037089260113925,@Pocah 🥵,2021-04-21 22:07:06.531900
87,1385037088983330818,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB qii,2021-04-21 22:07:06.531900
88,1385037087150387205,"@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB

Oito",2021-04-21 22:07:06.531900
89,1385037084340236290,@jaopedrosl @YoMontanita Meu Deus do céu que ódio! Como se arthur e pocah fossem capachos da Juliette,2021-04-21 22:07:06.531900
90,1385037078753316865,não acredito que vcs vão deixar a pocah na casa,2021-04-21 22:07:06.531900
91,1385037074986901506,"@baxtiao @twittalara @Magda58562271 Pois ele acabou de falar p ela q n tem coragem de votar nela nem na pocah. A cobra já fez a cabeça dele, aproveitou uma fala da ju p defender ele dizendo q tava fazendo pq era amiga dele",2021-04-21 22:07:06.531900
92,1385037072117997576,@Pocah 😒,2021-04-21 22:07:06.531900
93,1385037071635689476,@kerlinecardoso @Pocah @KoutrinHuisy eu &amp; vc,2021-04-21 22:07:06.531900
94,1385037067831418885,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB pqpq,2021-04-21 22:07:06.531900
95,1385037065730072576,@Pocah Deixei lá na publicação da Mi,2021-04-21 22:07:06.531900
96,1385037060604678151,"@larryseguelarry Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Camilla sarah Viih Tube Pocah Tiago Boninho Karol Conka BBB Tiago Leifert Kerline Big fone festa prova paredão follow trick #BBB21 #RedeBBB 
https://t.co/l79MZ6oTPm",2021-04-21 22:07:06.531900
97,1385037057341501441,"@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB

Sete",2021-04-21 22:07:06.531900
98,1385037052052389889,"@TatiQBOficial @Pocah Puxa mutirão, mas tem q ser fora João",2021-04-21 22:07:06.531900
99,1385037047178698756,"@Pocah Pessoal por favor me ajudem, minha esposa perdeu o emprego, e eu também estou sem a moto. estamos passando por apuros, o que a gente tinha pagamos as dividas,ja tentei vender coisas na rua mais essa epidemia não deu certo, qual quer valor pra gente compra um alimento  ajuda muito https://t.co/SEykhIQtGh",2021-04-21 22:07:06.531900
100,1385037045446418433,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB lalaw,2021-04-21 22:07:07.656303
101,1385037035350761472,"@TrigilioZilda @LucasComentaa_ Qualquer um deles não são aliados de Juliette. João não vota nela ainda. Só quero que Artur fique para ele e pocah indicarem vii tube , mas adianto a vocês ela vai terminar indo para a finalmente não vão votar nela e vai terminar o pódio indo ao paredão antes delas",2021-04-21 22:07:07.656303
102,1385037032859242497,"@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB

Seis",2021-04-21 22:07:07.656303
103,1385037032267857920,"@Pocah PABLLO VITTAR NO BBB

https://t.co/V0AGNc3YcS",2021-04-21 22:07:07.656303
104,1385037030439141381,eu não acredito que novamente estão tentando adiar a saida de Artur e pocah,2021-04-21 22:07:07.656303
105,1385037026869796866,"Nao quererem tirar o Arthur posso até entender, mas querer tirar o João no lugar da Pocah realmente não entendo. Pocah não sabe até hoje o que tá fazendo ali",2021-04-21 22:07:07.656303
106,1385037026320388098,@entityspeak a cara da pocah kkkkkkk,2021-04-21 22:07:07.656303
107,1385037020481851403,"minha mãe ia comprar um celular para a Pamel, porém disse que não vai dar mais pq ela votou no joão ao invés da pocah",2021-04-21 22:07:07.656303
108,1385037015285108737,@shawnlenaa @awardsdrews @portalmellogang #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert Kerline Big fone #BBB21 #RedeBBB www,2021-04-21 22:07:07.656303
109,1385037014777597954,"@wavsgirl acho que não vai dar mt certo mais! eh certo que o Arthur talvez fale pra pocah e Gil a conversa que teve com a viih, ai vai deixar tudo mais claro ainda",2021-04-21 22:07:07.656303
110,1385037014295355400,@Pocah 482,2021-04-21 22:07:07.656303
111,1385037013859160064,@eloisab3 @FreireJuliette @Pocah Eu adoro juliete e Gil do vigor.,2021-04-21 22:07:07.656303
112,1385037013087367169,@gilbertoportal @gilnogueiraofc @joaoluizpedrosa vcs são muito burros! sabem q o paredão está entre arthur e joão e ficam dispersando votos na pocah mano!!!,2021-04-21 22:07:07.656303
113,1385037011141238787,@Pocah 🥵,2021-04-21 22:07:07.656303
114,1385037007991283712,"@infobiebersbr @infoblackbear #ForaArthur #ForaPocah #ForaJoão Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Rodolfo Camilla sarah microbiano Viih Tube Karol Pocah Tiago Boninho Prior Karol Conka BBB Tiago Leifert  #BBB21 #RedeBBB

Cinco",2021-04-21 22:07:07.656303
115,1385037004325404677,@Pocah 🍑,2021-04-21 22:07:07.656303
116,1385037004006637571,"gente, a pocah subiu MUITO!!!! https://t.co/01mBKIRmBs",2021-04-21 22:07:07.656303
117,1385037002924494849,@FePaesLeme Quero que Pocah saia! O que essa mulher fez? Chata demais,2021-04-21 22:07:07.656303
118,1385037002110902273,"@armytrickgo Gilberto Carla Diaz Caio Arcrebiano Fiuk Lumena Projota juliette Lucas thais Camilla sarah Viih Tube Pocah Tiago Boninho Karol Conka BBB Tiago Leifert Kerline Big fone festa prova paredão follow trick #BBB21 #RedeBBB 
https://t.co/l79MZ6oTPm",2021-04-21 22:07:07.656303
